phase,pid,N_OPTIONS,total_trials,true_set_size,max_guess_size,trial_id,exp_phase,bin_stim,true_set,guess,bin_guess,success,guess_size,overlap,correct,guess_number,guess_number_p1,guess_number_p2,which_guess,RT,current_time,start_time,uniqueid,kl,opts_remaining_prev,opts_remaining_post,all_within,all_independent,all_wn_or_ind
TEST,737002,12,10,3,6,6,guess,000000110100,C000001101000,C000001101000,000000110100,1,3,3,1,14,5,10,NA,4841,1724958446335,1724957424577,debugQOrpT:debugE521B,6.557699543728061e-08,1,1,0,0,0
TEST,737002,12,10,3,6,7,forced,001000100001,C010001000010,C101110001000,110111000100,0,6,0,0,1,1,0,Hard,4117,1724958454481,1724957424577,debugQOrpT:debugE521B,3.4594198760532415,220,20,1,1,1
TEST,737002,12,10,3,6,7,forced,001000100001,C010001000010,C000000001110,000000000111,0,3,1,0,2,2,0,Easy,4706,1724958459989,1724957424577,debugQOrpT:debugE521B,0.7369649424808149,20,12,0,0,0
TEST,737002,12,10,3,6,7,forced,001000100001,C010001000010,C110011001010,011001100101,0,6,3,0,3,3,0,Hard,3364,1724958464162,1724957424577,debugQOrpT:debugE521B,3.5849494308677143,12,1,0,0,0
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C000001001010,000000100101,0,3,2,0,4,4,1,NA,12165,1724958477144,1724957424577,debugQOrpT:debugE521B,9.836545702063279e-07,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C000001000110,000000100011,0,3,2,0,5,4,2,NA,23510,1724958501461,1724957424577,debugQOrpT:debugE521B,1.9673100395793397e-07,1,1,0,0,0
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C010001001000,001000100100,0,3,2,0,6,4,3,NA,13215,1724958515477,1724957424577,debugQOrpT:debugE521B,2.6230798180364724e-07,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C100001001000,010000100100,0,3,1,0,7,4,4,NA,8393,1724958524684,1724957424577,debugQOrpT:debugE521B,8.969587338685092e-15,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C100000001010,010000000101,0,3,1,0,8,4,5,NA,16149,1724958541639,1724957424577,debugQOrpT:debugE521B,3.203424213149154e-15,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C000000101010,000000010101,0,3,1,0,9,4,6,NA,24021,1724958566472,1724957424577,debugQOrpT:debugE521B,3.2034242131495713e-15,1,1,0,0,0
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C000011000010,000001100001,0,3,2,0,10,4,7,NA,23978,1724958591257,1724957424577,debugQOrpT:debugE521B,3.203424213149572e-15,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C000011001000,000001100100,0,3,1,0,11,4,8,NA,10957,1724958603030,1724957424577,debugQOrpT:debugE521B,-2.0824230851251107e-28,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C010010000010,001001000001,0,3,2,0,12,4,9,NA,11716,1724958615553,1724957424577,debugQOrpT:debugE521B,3.2034242131492605e-15,1,1,1,0,1
TEST,737002,12,10,3,6,7,guess,001000100001,C010001000010,C010011000000,001001100000,0,3,2,1,13,4,10,NA,12339,1724958628707,1724957424577,debugQOrpT:debugE521B,-1.0412117082098509e-28,1,1,1,0,1
TEST,737002,12,10,3,6,8,forced,011000001000,C110000010000,C001110000000,000111000000,0,3,0,0,1,1,0,Easy,4584,1724958637184,1724957424577,debugQOrpT:debugE521B,1.38904038956492,220,84,1,1,1
TEST,737002,12,10,3,6,8,forced,011000001000,C110000010000,C000000001110,000000000111,0,3,0,0,2,2,0,Easy,3570,1724958641558,1724957424577,debugQOrpT:debugE521B,2.0703854665895425,84,20,0,1,1
TEST,737002,12,10,3,6,8,forced,011000001000,C110000010000,C000001010110,100000101011,0,5,1,0,3,3,0,Hard,10235,1724958652606,1724957424577,debugQOrpT:debugE521B,1.1520016626115674,20,9,0,0,0
TEST,737002,12,10,3,6,8,forced,011000001000,C110000010000,C000001100000,000000110000,0,2,0,0,4,4,0,Easy,6102,1724958659515,1724957424577,debugQOrpT:debugE521B,2.1699204033539825,9,2,0,0,0
TEST,737002,12,10,3,6,8,forced,011000001000,C110000010000,C011000100010,101100010001,0,5,1,0,5,5,0,Hard,4247,1724958664564,1724957424577,debugQOrpT:debugE521B,0.9999989241064641,2,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C010000010000,101000001000,0,3,2,0,6,6,1,NA,15906,1724958681281,1724957424577,debugQOrpT:debugE521B,8.525006841586397e-07,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C110000000000,111000000000,0,3,2,0,7,6,2,NA,20596,1724958702681,1724957424577,debugQOrpT:debugE521B,2.623080026258997e-07,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C100000010000,110000001000,0,3,2,0,8,6,3,NA,9338,1724958712834,1724957424577,debugQOrpT:debugE521B,6.557702522912283e-08,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C000000101010,000000010101,0,3,0,0,9,6,4,NA,13839,1724958727482,1724957424577,debugQOrpT:debugE521B,2.8830815627675607e-15,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C000000111000,000000011100,0,3,1,0,10,6,5,NA,4409,1724958732699,1724957424577,debugQOrpT:debugE521B,8.969587338685196e-15,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C000100010000,100010001000,0,3,1,0,11,6,6,NA,4927,1724958738434,1724957424577,debugQOrpT:debugE521B,3.203424213148948e-15,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C000111000000,000011100000,0,3,0,0,12,6,7,NA,5489,1724958744728,1724957424577,debugQOrpT:debugE521B,-2.082423511075302e-28,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C000000110010,000000011001,0,3,1,0,13,6,8,NA,4855,1724958750392,1724957424577,debugQOrpT:debugE521B,-2.082423274436309e-28,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C010010001000,001001000100,0,3,1,0,14,6,9,NA,4809,1724958756010,1724957424577,debugQOrpT:debugE521B,-2.082423179780715e-28,1,1,0,0,0
TEST,737002,12,10,3,6,8,guess,011000001000,C110000010000,C001101000000,000110100000,0,3,0,1,15,6,10,NA,4464,1724958761281,1724957424577,debugQOrpT:debugE521B,-9.465560553473228e-36,1,1,0,0,0
TEST,737002,12,10,3,6,9,forced,000000100110,C000001001100,C100110100010,110011010001,0,6,0,0,1,1,0,Hard,3905,1724958768545,1724957424577,debugQOrpT:debugE521B,3.459419876053242,220,20,1,1,1
TEST,737002,12,10,3,6,9,forced,000000100110,C000001001100,C000000001110,000000000111,0,3,2,0,2,2,0,Easy,3220,1724958772576,1724957424577,debugQOrpT:debugE521B,2.3219236765537237,20,4,0,0,0
TEST,737002,12,10,3,6,9,forced,000000100110,C000001001100,C000011110010,000001111001,0,5,1,0,3,3,0,Hard,3835,1724958777222,1724957424577,debugQOrpT:debugE521B,0.9999987437699979,4,2,0,0,0
TEST,737002,12,10,3,6,9,forced,000000100110,C000001001100,C000000011100,000000001110,0,3,2,0,4,4,0,Hard,3114,1724958781139,1724957424577,debugQOrpT:debugE521B,0.9999990880488865,2,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000000010110,000000001011,0,3,1,0,5,5,1,NA,16630,1724958798582,1724957424577,debugQOrpT:debugE521B,1.9673096839993204e-07,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000000011100,000000001110,0,3,2,0,6,5,2,NA,8344,1724958807734,1724957424577,debugQOrpT:debugE521B,2.7229104666440237e-14,1,1,1,0,1
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000000111000,000000011100,0,3,1,0,7,5,3,NA,4962,1724958813500,1724957424577,debugQOrpT:debugE521B,1.967309623134272e-07,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000001110000,000000111000,0,3,1,0,8,5,4,NA,6259,1724958820563,1724957424577,debugQOrpT:debugE521B,1.967309860187617e-07,1,1,1,0,1
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000011100000,000001110000,0,3,1,0,9,5,5,NA,5668,1724958827035,1724957424577,debugQOrpT:debugE521B,1.8259517327752345e-14,1,1,1,0,1
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C000010001010,000001000101,0,3,1,0,10,5,6,NA,6661,1724958834510,1724957424577,debugQOrpT:debugE521B,2.8830815627679776e-15,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C110000001000,011000000100,0,3,1,0,11,5,7,NA,8092,1724958843408,1724957424577,debugQOrpT:debugE521B,-2.0824233217641204e-28,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C010101000000,001010100000,0,3,1,0,12,5,8,NA,4703,1724958848916,1724957424577,debugQOrpT:debugE521B,3.2034242131493646e-15,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C011010000000,001101000000,0,3,0,0,13,5,9,NA,4916,1724958854643,1724957424577,debugQOrpT:debugE521B,-3.312945978589261e-35,1,1,0,0,0
TEST,737002,12,10,3,6,9,guess,000000100110,C000001001100,C110000000000,111000000000,0,3,0,1,14,5,10,NA,5081,1724958860540,1724957424577,debugQOrpT:debugE521B,-1.2907583355195833e-42,1,1,0,0,0
TEST,737002,12,10,3,6,10,forced,100100100000,C001001000000,C001010011010,100101001101,0,6,2,0,1,1,0,Hard,4277,1724958868193,1724957424577,debugQOrpT:debugE521B,1.2895049210433132,220,90,1,1,1
TEST,737002,12,10,3,6,10,forced,100100100000,C001001000000,C001110000000,000111000000,0,3,1,0,2,2,0,Easy,2801,1724958871799,1724957424577,debugQOrpT:debugE521B,0.9682900234044577,90,46,0,0,0
TEST,737002,12,10,3,6,10,forced,100100100000,C001001000000,C000011101000,100001110100,0,5,2,0,3,3,0,Hard,3965,1724958876579,1724957424577,debugQOrpT:debugE521B,1.6166689448615355,46,15,0,0,0
TEST,737002,12,10,3,6,10,forced,100100100000,C001001000000,C101100101000,110110010100,0,6,2,0,4,4,0,Hard,2755,1724958880136,1724957424577,debugQOrpT:debugE521B,1.9068871827817213,15,4,0,0,0
TEST,737002,12,10,3,6,10,forced,100100100000,C001001000000,C100010000000,110001000000,0,3,1,0,5,5,0,Easy,8843,1724958889788,1724957424577,debugQOrpT:debugE521B,1.9999956739079594,4,1,0,0,0
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C001000100000,100100010000,0,3,2,0,6,6,1,NA,11409,1724958902002,1724957424577,debugQOrpT:debugE521B,1.311539184470084e-06,1,1,1,0,1
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C001000001000,100100000100,0,3,2,0,7,6,2,NA,5959,1724958908772,1724957424577,debugQOrpT:debugE521B,1.967310279836111e-07,1,1,1,0,1
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C000010011000,000001001100,0,3,0,0,8,6,3,NA,7499,1724958917077,1724957424577,debugQOrpT:debugE521B,2.4025680453288947e-14,1,1,1,0,1
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C000000001110,000000000111,0,3,0,0,9,6,4,NA,7614,1724958925508,1724957424577,debugQOrpT:debugE521B,6.557699864070467e-08,1,1,0,0,0
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C000010000110,000001000011,0,3,0,0,10,6,5,NA,9554,1724958935879,1724957424577,debugQOrpT:debugE521B,2.8830815627679772e-15,1,1,0,0,0
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C100000000110,010000000011,0,3,0,0,11,6,6,NA,8167,1724958944857,1724957424577,debugQOrpT:debugE521B,-2.0824233690918967e-28,1,1,0,0,0
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C000000000110,100000000011,0,3,1,0,12,6,7,NA,5448,1724958951119,1724957424577,debugQOrpT:debugE521B,-1.041211802865454e-28,1,1,0,0,0
TEST,737002,12,10,3,6,10,guess,100100100000,C001001000000,C001001000000,100100100000,1,3,3,1,13,6,8,NA,8094,1724958960030,1724957424577,debugQOrpT:debugE521B,6.557699832036205e-08,1,1,0,0,0
TEST,4241409,12,10,3,6,1,forced,001000100001,C010001000010,C101110001000,110111000100,0,6,0,0,1,1,0,Hard,23302,1724957491552,1724957417332,debugQTfS4:debug3v0jK,3.4594198760532415,220,20,1,1,1
TEST,4241409,12,10,3,6,1,forced,001000100001,C010001000010,C000000001110,000000000111,0,3,1,0,2,2,0,Easy,7966,1724957500327,1724957417332,debugQTfS4:debug3v0jK,0.7369649424808149,20,12,0,0,0
TEST,4241409,12,10,3,6,1,forced,001000100001,C010001000010,C000001100000,000000110000,0,2,1,0,3,3,0,Easy,13805,1724957514948,1724957417332,debugQTfS4:debug3v0jK,0.5849621704347719,12,8,0,1,1
TEST,4241409,12,10,3,6,1,forced,001000100001,C010001000010,C011000000000,001100000000,0,2,1,0,4,4,0,Easy,10728,1724957526488,1724957417332,debugQTfS4:debug3v0jK,0.9999989732892279,8,4,0,0,0
TEST,4241409,12,10,3,6,1,forced,001000100001,C010001000010,C000000100100,000000010010,0,2,0,0,5,5,0,Easy,15694,1724957542988,1724957417332,debugQTfS4:debug3v0jK,1.9999963460699977,4,1,0,0,0
TEST,4241409,12,10,3,6,1,guess,001000100001,C010001000010,C010000100010,001000010001,0,3,2,0,6,6,1,NA,53795,1724957597589,1724957417332,debugQTfS4:debug3v0jK,4.5903898010446343e-07,1,1,0,0,0
TEST,4241409,12,10,3,6,1,guess,001000100001,C010001000010,C010001000010,001000100001,1,3,3,1,7,6,2,NA,29507,1724957627901,1724957417332,debugQTfS4:debug3v0jK,1.3115403242137655e-07,1,1,0,0,0
TEST,4241409,12,10,3,6,2,forced,000000100110,C000001001100,C001110000000,000111000000,0,3,0,0,1,1,0,Easy,8584,1724957640864,1724957417332,debugQTfS4:debug3v0jK,1.38904038956492,220,84,1,1,1
TEST,4241409,12,10,3,6,2,forced,000000100110,C000001001100,C000110011100,100011001110,0,6,2,0,2,2,0,Hard,2904,1724957644582,1724957417332,debugQTfS4:debug3v0jK,1.4854246885226705,84,30,0,0,0
TEST,4241409,12,10,3,6,2,forced,000000100110,C000001001100,C011011001100,001101100110,0,6,3,0,3,3,0,Hard,10642,1724957656037,1724957417332,debugQTfS4:debug3v0jK,3.906874110090372,30,2,0,0,0
TEST,4241409,12,10,3,6,2,forced,000000100110,C000001001100,C010110001100,101011000110,0,6,2,0,4,4,0,Hard,7725,1724957664569,1724957417332,debugQTfS4:debug3v0jK,0.9999986617989309,2,1,0,0,0
TEST,4241409,12,10,3,6,2,guess,000000100110,C000001001100,C000010001100,000001000110,0,3,2,0,5,5,1,NA,15427,1724957680804,1724957417332,debugQTfS4:debug3v0jK,8.525005351995096e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,2,guess,000000100110,C000001001100,C000001001100,000000100110,1,3,3,1,6,5,2,NA,10897,1724957692506,1724957417332,debugQTfS4:debug3v0jK,5.901929172978284e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,3,forced,010110000000,C101100000000,C010100101110,001010010111,0,6,1,0,1,1,0,Hard,3914,1724957700276,1724957417332,debugQTfS4:debug3v0jK,1.2895049210433138,220,90,1,1,1
TEST,4241409,12,10,3,6,3,forced,010110000000,C101100000000,C011000010110,101100001011,0,6,1,0,2,2,0,Hard,6051,1724957707129,1724957417332,debugQTfS4:debug3v0jK,1.3219263298559303,90,36,0,0,0
TEST,4241409,12,10,3,6,3,forced,010110000000,C101100000000,C001110000000,000111000000,0,3,2,0,3,3,0,Easy,2932,1724957710876,1724957417332,debugQTfS4:debug3v0jK,2.584956673145647,36,6,0,0,0
TEST,4241409,12,10,3,6,3,forced,010110000000,C101100000000,C000001110000,000000111000,0,3,0,0,4,4,0,Easy,11674,1724957723352,1724957417332,debugQTfS4:debug3v0jK,0.9999989131770439,6,3,0,0,0
TEST,4241409,12,10,3,6,3,forced,010110000000,C101100000000,C100101000000,010010100000,0,3,2,0,5,5,0,Easy,2997,1724957727158,1724957417332,debugQTfS4:debug3v0jK,1.5849604145110452,3,1,0,0,0
TEST,4241409,12,10,3,6,3,guess,010110000000,C101100000000,C110100000000,011010000000,0,3,2,0,6,6,1,NA,60215,1724957788176,1724957417332,debugQTfS4:debug3v0jK,1.967310247801873e-07,1,1,0,0,0
TEST,4241409,12,10,3,6,3,guess,010110000000,C101100000000,C100100000010,010010000001,0,3,2,0,7,6,2,NA,13727,1724957802719,1724957417332,debugQTfS4:debug3v0jK,2.1142598890520597e-14,1,1,0,0,0
TEST,4241409,12,10,3,6,3,guess,010110000000,C101100000000,C101100000000,010110000000,1,3,3,1,8,6,3,NA,16308,1724957819833,1724957417332,debugQTfS4:debug3v0jK,1.3115399365994916e-07,1,1,0,0,0
TEST,4241409,12,10,3,6,4,forced,001100001000,C011000010000,C111010011000,011101001100,0,6,3,0,1,1,0,Hard,3280,1724957826560,1724957417332,debugQTfS4:debug3v0jK,3.459419876053244,220,20,1,1,1
TEST,4241409,12,10,3,6,4,forced,001100001000,C011000010000,C100001111010,010000111101,0,6,1,0,2,2,0,Hard,7610,1724957834972,1724957417332,debugQTfS4:debug3v0jK,1.1520017238166784,20,9,0,0,0
TEST,4241409,12,10,3,6,4,forced,001100001000,C011000010000,C000110000000,000011000000,0,2,0,0,3,3,0,Easy,4718,1724957840495,1724957417332,debugQTfS4:debug3v0jK,1.5849599481865946,9,3,0,0,0
TEST,4241409,12,10,3,6,4,forced,001100001000,C011000010000,C110100101000,011010010100,0,5,1,0,4,4,0,Hard,3340,1724957844651,1724957417332,debugQTfS4:debug3v0jK,1.584959715024559,3,1,0,0,0
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C110000001000,011000000100,0,3,1,0,5,5,1,NA,22092,1724957867553,1724957417332,debugQTfS4:debug3v0jK,3.2788480578734805e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C100000011000,010000001100,0,3,1,0,6,5,2,NA,21790,1724957890155,1724957417332,debugQTfS4:debug3v0jK,5.246156862294866e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C111000000000,011100000000,0,3,2,0,7,5,3,NA,93076,1724957984036,1724957417332,debugQTfS4:debug3v0jK,5.246158800365708e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C110000010000,011000001000,0,3,2,0,8,5,4,NA,71811,1724958056651,1724957417332,debugQTfS4:debug3v0jK,1.9673100716135773e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C010000011000,001000001100,0,3,2,0,9,5,5,NA,31280,1724958088738,1724957417332,debugQTfS4:debug3v0jK,1.1852668901452842e-14,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C001000011000,000100001100,0,3,2,0,10,5,6,NA,26111,1724958115651,1724957417332,debugQTfS4:debug3v0jK,9.289929989066996e-15,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C101000001000,010100000100,0,3,1,0,11,5,7,NA,50780,1724958167246,1724957417332,debugQTfS4:debug3v0jK,-5.206057973115662e-28,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C101000010000,010100001000,0,3,2,0,12,5,8,NA,7110,1724958175163,1724957417332,debugQTfS4:debug3v0jK,-2.366390288956784e-35,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C110000010000,011000001000,0,3,2,0,13,5,9,NA,913175,1724959089147,1724957417332,debugQTfS4:debug3v0jK,-8.60505671095231e-43,1,1,1,0,1
TEST,4241409,12,10,3,6,4,guess,001100001000,C011000010000,C100010001000,010001000100,0,3,0,1,14,5,10,NA,31617,1724959121573,1724957417332,debugQTfS4:debug3v0jK,-4.3025286977226975e-43,1,1,1,0,1
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C001110000000,000111000000,0,3,1,0,1,1,0,Easy,6142,1724959133642,1724957417332,debugQTfS4:debug3v0jK,1.026470993611252,220,108,1,1,1
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C000000001110,000000000111,0,3,0,0,2,2,0,Easy,5657,1724959140103,1724957417332,debugQTfS4:debug3v0jK,1.263032773043765,108,45,0,1,1
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C011000000000,001100000000,0,2,0,0,3,3,0,Easy,7978,1724959148893,1724957417332,debugQTfS4:debug3v0jK,1.1699235150386071,45,20,0,0,0
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C001100010100,100110001010,0,5,1,0,4,4,0,Hard,9788,1724959159487,1724957417332,debugQTfS4:debug3v0jK,1.1520016451243906,20,9,0,0,0
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C001010110010,100101011001,0,6,1,0,5,5,0,Hard,11232,1724959171530,1724957417332,debugQTfS4:debug3v0jK,2.1699205782253728,9,2,0,0,0
TEST,4241409,12,10,3,6,5,forced,000010110000,C000101100000,C101010100100,110101010010,0,6,1,0,6,6,0,Hard,13750,1724959186083,1724957417332,debugQTfS4:debug3v0jK,0.999999055260324,2,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100100000000,110010000000,0,3,1,0,7,7,1,NA,251405,1724959438303,1724957417332,debugQTfS4:debug3v0jK,4.590388872051953e-07,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100010000000,110001000000,0,3,0,0,8,7,2,NA,12556,1724959451673,1724957417332,debugQTfS4:debug3v0jK,1.3115403274171917e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100000100000,110000010000,0,3,1,0,9,7,3,NA,13399,1724959465889,1724957417332,debugQTfS4:debug3v0jK,2.114259889052122e-14,1,1,1,0,1
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100000010000,110000001000,0,3,0,0,10,7,4,NA,8762,1724959475460,1724957417332,debugQTfS4:debug3v0jK,6.086505746794442e-15,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100110000000,010011000000,0,3,1,0,11,7,5,NA,16783,1724959493047,1724957417332,debugQTfS4:debug3v0jK,-2.0824238896976477e-28,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100100100000,010010010000,0,3,2,0,12,7,6,NA,9526,1724959503381,1724957417332,debugQTfS4:debug3v0jK,-4.164846501544836e-28,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C100100010000,010010001000,0,3,1,0,13,7,7,NA,11407,1724959515597,1724957417332,debugQTfS4:debug3v0jK,-1.0412114715708739e-28,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C000110100000,000011010000,0,3,2,0,14,7,8,NA,15438,1724959531842,1724957417332,debugQTfS4:debug3v0jK,-1.4198340830209887e-35,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C000110010000,000011001000,0,3,1,0,15,7,9,NA,5434,1724959538085,1724957417332,debugQTfS4:debug3v0jK,-4.7327796313575626e-36,1,1,0,0,0
TEST,4241409,12,10,3,6,5,guess,000010110000,C000101100000,C000110000000,100011000000,0,3,1,1,16,7,10,NA,76222,1724959615113,1724957417332,debugQTfS4:debug3v0jK,-2.933541804978212e-50,1,1,0,0,0
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C000000001110,000000000111,0,3,1,0,1,1,0,Easy,5390,1724959626802,1724957417332,debugQTfS4:debug3v0jK,1.0264709936112513,220,108,1,1,1
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C000000011000,000000001100,0,2,0,0,2,2,0,Easy,4338,1724959631949,1724957417332,debugQTfS4:debug3v0jK,0.9475314827832628,108,56,0,0,0
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C001110000000,000111000000,0,3,2,0,3,3,0,Easy,4289,1724959637051,1724957417332,debugQTfS4:debug3v0jK,3.2223825749565083,56,6,0,1,1
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C000111100000,000011110000,0,4,1,0,4,4,0,Easy,4879,1724959642740,1724957417332,debugQTfS4:debug3v0jK,0.5849620666045807,6,4,0,0,0
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C000010000100,000001000010,0,2,1,0,5,5,0,Easy,16241,1724959659786,1724957417332,debugQTfS4:debug3v0jK,0.9999988257411374,4,2,0,0,0
TEST,4241409,12,10,3,6,6,forced,000110000010,C001100000100,C011110000100,001111000010,0,5,3,0,6,6,0,Hard,10599,1724959671194,1724957417332,debugQTfS4:debug3v0jK,0.9999993175681176,2,1,0,0,0
TEST,4241409,12,10,3,6,6,guess,000110000010,C001100000100,C000110000100,000011000010,0,3,2,0,7,7,1,NA,12469,1724959684466,1724957417332,debugQTfS4:debug3v0jK,1.3115402921795268e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,6,guess,000110000010,C001100000100,C001100000100,000110000010,1,3,3,1,8,7,2,NA,18813,1724959704083,1724957417332,debugQTfS4:debug3v0jK,1.3115400903638355e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,7,forced,000000110100,C000001101000,C000000001110,000000000111,0,3,1,0,1,1,0,Easy,3752,1724959711537,1724957417332,debugQTfS4:debug3v0jK,1.0264709936112513,220,108,1,1,1
TEST,4241409,12,10,3,6,7,forced,000000110100,C000001101000,C001110000000,000111000000,0,3,0,0,2,2,0,Easy,3183,1724959715534,1724957417332,debugQTfS4:debug3v0jK,1.2630327730437654,108,45,0,1,1
TEST,4241409,12,10,3,6,7,forced,000000110100,C000001101000,C000000011000,000000001100,0,2,1,0,3,3,0,Easy,8739,1724959725089,1724957417332,debugQTfS4:debug3v0jK,1.1699235314328413,45,20,0,0,0
TEST,4241409,12,10,3,6,7,forced,000000110100,C000001101000,C010011001000,101001100100,0,5,2,0,4,4,0,Hard,7788,1724959733689,1724957417332,debugQTfS4:debug3v0jK,1.7369627810015076,20,6,0,0,0
TEST,4241409,12,10,3,6,7,forced,000000110100,C000001101000,C001001101100,000100110110,0,5,3,0,5,5,0,Hard,20399,1724959754900,1724957417332,debugQTfS4:debug3v0jK,2.584956957311436,6,1,0,0,0
TEST,4241409,12,10,3,6,7,guess,000000110100,C000001101000,C001001001000,000100100100,0,3,2,0,6,6,1,NA,15144,1724959770846,1724957417332,debugQTfS4:debug3v0jK,3.2788501881499947e-07,1,1,1,0,1
TEST,4241409,12,10,3,6,7,guess,000000110100,C000001101000,C000001001100,000000100110,0,3,2,0,7,6,2,NA,12099,1724959783756,1724957417332,debugQTfS4:debug3v0jK,6.557701657987851e-08,1,1,1,0,1
TEST,4241409,12,10,3,6,7,guess,000000110100,C000001101000,C000001101000,000000110100,1,3,3,1,8,6,3,NA,88200,1724959872758,1724957417332,debugQTfS4:debug3v0jK,6.55770162595359e-08,1,1,1,0,1
TEST,4241409,12,10,3,6,8,forced,000100100010,C001001000100,C000000001110,000000000111,0,3,1,0,1,1,0,Easy,4554,1724959881661,1724957417332,debugQTfS4:debug3v0jK,1.0264709936112513,220,108,1,1,1
TEST,4241409,12,10,3,6,8,forced,000100100010,C001001000100,C001110000000,000111000000,0,3,1,0,2,2,0,Easy,4929,1724959887397,1724957417332,debugQTfS4:debug3v0jK,0.9999988281699032,108,54,0,1,1
