,phase,pid,total_trials,trial_id,filter_cost,n_starting_guesses,whose_guess,true_word,guess,guess_number,human_guess_number,time_elapsed_curr,time_elapsed_trial,n_green,n_yellow,current_time,start_time,uniqueid,true_code,prev_exp,age,n_remaining_prev,n_remaining_post
1097,TEST,345427,10,1,None,0,Human,2312,1232,3,3,7.916,22.548,1,3,1714757047804,1714757025256,debugZHRGk:debugJCw0C,2312,0,40,5,2
1098,TEST,345427,10,1,None,0,Human,2312,2321,4,4,25.742,48.29,2,2,1714757073546,1714757025256,debugZHRGk:debugJCw0C,2312,0,40,2,1
1099,TEST,345427,10,1,None,0,Human,2312,2312,5,5,15.877,64.167,4,0,1714757089423,1714757025256,debugZHRGk:debugJCw0C,2312,0,40,1,1
1100,TEST,345427,10,2,Max-EIG,3,Model,2244,2211,0,0,0.001,0.001,2,0,1714757092814,1714757092813,debugZHRGk:debugJCw0C,2244,0,40,256,34
1101,TEST,345427,10,2,Max-EIG,3,Model,2244,2431,1,0,0.0,0.001,1,1,1714757092814,1714757092813,debugZHRGk:debugJCw0C,2244,0,40,34,8
1102,TEST,345427,10,2,Max-EIG,3,Model,2244,1242,2,0,0.0,0.001,2,1,1714757092814,1714757092813,debugZHRGk:debugJCw0C,2244,0,40,8,1
1103,TEST,345427,10,2,Max-EIG,3,Human,2244,2222,3,0,19.006,19.007,2,0,1714757111820,1714757092813,debugZHRGk:debugJCw0C,2244,0,40,1,1
1104,TEST,345427,10,2,Max-EIG,3,Human,2244,2244,4,1,19.582,38.589,4,0,1714757131402,1714757092813,debugZHRGk:debugJCw0C,2244,0,40,1,1
1105,TEST,345427,10,3,Simple,2,Model,4133,4444,0,0,0.0,0.0,1,0,1714757135433,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,256,108
1106,TEST,345427,10,3,Simple,2,Model,4133,3313,1,0,0.0,0.0,1,2,1714757135433,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,108,6
1107,TEST,345427,10,3,Simple,2,Human,4133,3333,2,0,11.933,11.933,2,0,1714757147366,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,6,6
1108,TEST,345427,10,3,Simple,2,Human,4133,4331,3,1,32.777,44.71,2,2,1714757180143,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,6,3
1109,TEST,345427,10,3,Simple,2,Human,4133,1334,4,2,19.736,64.446,1,3,1714757199879,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,3,2
1110,TEST,345427,10,3,Simple,2,Human,4133,3134,5,3,15.477,79.923,2,2,1714757215356,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,2,2
1111,TEST,345427,10,3,Simple,2,Human,4133,3431,6,4,5.312,85.235,1,3,1714757220668,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,2,1
1112,TEST,345427,10,3,Simple,2,Human,4133,4133,7,5,14.219,99.454,4,0,1714757234887,1714757135433,debugZHRGk:debugJCw0C,4133,0,40,1,1
1113,TEST,345427,10,4,Simple,1,Model,3241,3333,0,0,0.0,0.0,1,0,1714757237890,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,256,108
1114,TEST,345427,10,4,Simple,1,Human,3241,2223,1,0,5.537,5.537,1,1,1714757243427,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,108,24
1115,TEST,345427,10,4,Simple,1,Human,3241,2222,2,1,3.124,8.661,1,0,1714757246551,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,24,24
1116,TEST,345427,10,4,Simple,1,Human,3241,3222,3,2,15.669,24.33,2,0,1714757262220,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,24,8
1117,TEST,345427,10,4,Simple,1,Human,3241,3232,4,3,9.39,33.72,2,0,1714757271610,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,8,4
1118,TEST,345427,10,4,Simple,1,Human,3241,3211,5,4,4.749,38.469,3,0,1714757276359,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,4,2
1119,TEST,345427,10,4,Simple,1,Human,3241,3214,6,5,4.278,42.747,2,2,1714757280637,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,2,1
1120,TEST,345427,10,4,Simple,1,Human,3241,3241,7,6,4.258,47.005,4,0,1714757284895,1714757237890,debugZHRGk:debugJCw0C,3241,0,40,1,1
1121,TEST,345427,10,5,Max-EIG,2,Model,4324,4413,0,0,0.0,0.0,1,2,1714757287779,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,256,40
1122,TEST,345427,10,5,Max-EIG,2,Model,4324,1343,1,0,0.0,0.0,1,1,1714757287779,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,40,9
1123,TEST,345427,10,5,Max-EIG,2,Human,4324,3333,2,0,12.257,12.257,1,0,1714757300036,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,9,3
1124,TEST,345427,10,5,Max-EIG,2,Human,4324,1113,3,1,3.97,16.227,0,1,1714757304006,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,3,3
1125,TEST,345427,10,5,Max-EIG,2,Human,4324,1311,4,2,11.693,27.92,1,0,1714757315699,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,3,1
1126,TEST,345427,10,5,Max-EIG,2,Human,4324,4342,5,3,18.105,46.025,2,2,1714757333804,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,1,1
1127,TEST,345427,10,5,Max-EIG,2,Human,4324,4324,6,4,6.674,52.699,4,0,1714757340478,1714757287779,debugZHRGk:debugJCw0C,4324,0,40,1,1
1128,TEST,345427,10,6,None,0,Human,2232,1111,0,0,3.817,3.817,0,0,1714757347549,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,256,81
1129,TEST,345427,10,6,None,0,Human,2232,2222,1,1,3.585,7.402,3,0,1714757351134,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,81,8
1130,TEST,345427,10,6,None,0,Human,2232,3333,2,2,6.447,13.849,1,0,1714757357581,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,8,4
1131,TEST,345427,10,6,None,0,Human,2232,2223,3,3,4.403,18.252,2,2,1714757361984,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,4,3
1132,TEST,345427,10,6,None,0,Human,2232,3222,4,4,4.115,22.367,2,2,1714757366099,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,3,2
1133,TEST,345427,10,6,None,0,Human,2232,2322,5,5,7.675,30.042,2,2,1714757373774,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,2,1
1134,TEST,345427,10,6,None,0,Human,2232,2232,6,6,3.822,33.864,4,0,1714757377596,1714757343732,debugZHRGk:debugJCw0C,2232,0,40,1,1
1135,TEST,345427,10,7,Simple,3,Model,2334,3333,0,0,0.0,0.0,2,0,1714757380271,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,256,54
1136,TEST,345427,10,7,Simple,3,Model,2334,2222,1,0,0.0,0.0,1,0,1714757380271,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,54,24
1137,TEST,345427,10,7,Simple,3,Model,2334,4442,2,0,0.0,0.0,0,2,1714757380271,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,24,3
1138,TEST,345427,10,7,Simple,3,Human,2334,3324,3,0,18.437,18.437,2,2,1714757398708,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,3,2
1139,TEST,345427,10,7,Simple,3,Human,2334,3234,4,1,13.864,32.301,2,2,1714757412572,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,2,1
1140,TEST,345427,10,7,Simple,3,Human,2334,4322,5,2,14.292,46.593,1,2,1714757426864,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,1,1
1141,TEST,345427,10,7,Simple,3,Human,2334,2433,6,3,11.278,57.871,2,2,1714757438142,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,1,1
1142,TEST,345427,10,7,Simple,3,Human,2334,2324,7,4,10.176,68.047,3,0,1714757448318,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,1,1
1143,TEST,345427,10,7,Simple,3,Human,2334,2334,8,5,13.52,81.567,4,0,1714757461838,1714757380271,debugZHRGk:debugJCw0C,2334,0,40,1,1
1144,TEST,345427,10,8,Max-EIG,2,Model,1222,2421,0,0,0.0,0.0,1,2,1714757464726,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,256,40
1145,TEST,345427,10,8,Max-EIG,2,Model,1222,1324,1,0,0.0,0.0,2,0,1714757464726,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,40,3
1146,TEST,345427,10,8,Max-EIG,2,Human,1222,4444,2,0,27.053,27.053,0,0,1714757491779,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,3,2
1147,TEST,345427,10,8,Max-EIG,2,Human,1222,3333,3,1,3.239,30.292,0,0,1714757495018,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,2,2
1148,TEST,345427,10,8,Max-EIG,2,Human,1222,1122,4,2,15.547,45.839,3,0,1714757510565,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,2,1
1149,TEST,345427,10,8,Max-EIG,2,Human,1222,1222,5,3,7.575,53.414,4,0,1714757518140,1714757464726,debugZHRGk:debugJCw0C,1222,0,40,1,1
1150,TEST,345427,10,9,Simple,3,Model,3424,4444,0,0,0.0,0.0,2,0,1714757521091,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,256,54
1151,TEST,345427,10,9,Simple,3,Model,3424,2122,1,0,0.0,0.0,1,0,1714757521091,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,54,15
1152,TEST,345427,10,9,Simple,3,Model,3424,2223,2,0,0.0,0.0,1,1,1714757521091,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,15,4
1153,TEST,345427,10,9,Simple,3,Human,3424,4432,3,0,29.064,29.064,1,3,1714757550155,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,4,2
1154,TEST,345427,10,9,Simple,3,Human,3424,4234,4,1,11.605,40.669,1,3,1714757561760,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,2,1
1155,TEST,345427,10,9,Simple,3,Human,3424,2344,5,2,11.594,52.263,1,3,1714757573354,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,1,1
1156,TEST,345427,10,9,Simple,3,Human,3424,3424,6,3,12.638,64.901,4,0,1714757585992,1714757521091,debugZHRGk:debugJCw0C,3424,0,40,1,1
1157,TEST,4631061,10,0,Simple,3,Model,4411,2222,0,0,0.002,0.002,0,0,1714757240645,1714757240643,debug92twc:debugzpDtA,4411,0,56,256,81
1158,TEST,4631061,10,0,Simple,3,Model,4411,4444,1,0,0.001,0.003,2,0,1714757240646,1714757240643,debug92twc:debugzpDtA,4411,0,56,81,24
1159,TEST,4631061,10,0,Simple,3,Model,4411,1114,2,0,0.0,0.003,1,2,1714757240646,1714757240643,debug92twc:debugzpDtA,4411,0,56,24,3
1160,TEST,4631061,10,0,Simple,3,Human,4411,4114,3,0,24.078,24.081,2,2,1714757264724,1714757240643,debug92twc:debugzpDtA,4411,0,56,3,2
1161,TEST,4631061,10,0,Simple,3,Human,4411,1414,4,1,30.355,54.436,2,2,1714757295079,1714757240643,debug92twc:debugzpDtA,4411,0,56,2,1
1162,TEST,4631061,10,0,Simple,3,Human,4411,1144,5,2,12.727,67.163,0,4,1714757307806,1714757240643,debug92twc:debugzpDtA,4411,0,56,1,1
1163,TEST,4631061,10,0,Simple,3,Human,4411,4411,6,3,12.46,79.623,4,0,1714757320266,1714757240643,debug92twc:debugzpDtA,4411,0,56,1,1
1164,TEST,4631061,10,1,Max-EIG,3,Model,1222,2421,0,0,0.001,0.001,1,2,1714757326921,1714757326920,debug92twc:debugzpDtA,1222,0,56,256,40
1165,TEST,4631061,10,1,Max-EIG,3,Model,1222,1324,1,0,0.001,0.002,2,0,1714757326922,1714757326920,debug92twc:debugzpDtA,1222,0,56,40,3
1166,TEST,4631061,10,1,Max-EIG,3,Model,1222,1122,2,0,0.0,0.002,3,0,1714757326922,1714757326920,debug92twc:debugzpDtA,1222,0,56,3,1
1167,TEST,4631061,10,1,Max-EIG,3,Human,1222,1234,3,0,23.295,23.297,2,0,1714757350217,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1168,TEST,4631061,10,1,Max-EIG,3,Human,1222,1124,4,1,13.522,36.819,2,0,1714757363739,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1169,TEST,4631061,10,1,Max-EIG,3,Human,1222,1224,5,2,19.962,56.781,3,0,1714757383701,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1170,TEST,4631061,10,1,Max-EIG,3,Human,1222,1214,6,3,12.786,69.567,2,0,1714757396487,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1171,TEST,4631061,10,1,Max-EIG,3,Human,1222,1324,7,4,16.447,86.014,2,0,1714757412934,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1172,TEST,4631061,10,1,Max-EIG,3,Human,1222,2124,8,5,16.696,102.71,1,2,1714757429630,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1173,TEST,4631061,10,1,Max-EIG,3,Human,1222,1421,9,6,24.222,126.932,2,0,1714757453852,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1174,TEST,4631061,10,1,Max-EIG,3,Human,1222,4122,10,7,28.337,155.269,2,1,1714757482189,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1175,TEST,4631061,10,1,Max-EIG,3,Human,1222,1142,11,8,22.516,177.785,2,0,1714757504705,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1176,TEST,4631061,10,1,Max-EIG,3,Human,1222,4211,12,9,24.325,202.11,1,1,1714757529030,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1177,TEST,4631061,10,1,Max-EIG,3,Human,1222,1242,13,10,11.675,213.785,3,0,1714757540705,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1178,TEST,4631061,10,1,Max-EIG,3,Human,1222,2142,14,11,13.978,227.763,1,2,1714757554683,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1179,TEST,4631061,10,1,Max-EIG,3,Human,1222,1243,15,12,15.72,243.483,2,0,1714757570403,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1180,TEST,4631061,10,1,Max-EIG,3,Human,1222,3333,16,13,6.32,249.803,0,0,1714757576723,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1181,TEST,4631061,10,1,Max-EIG,3,Human,1222,4444,17,14,7.14,256.943,0,0,1714757583863,1714757326920,debug92twc:debugzpDtA,1222,0,56,1,1
1182,TEST,4631061,10,2,Simple,1,Model,3241,3333,0,0,0.0,0.0,1,0,1714757588083,1714757588083,debug92twc:debugzpDtA,3241,0,56,256,108
1183,TEST,4631061,10,2,Simple,1,Human,3241,4444,1,0,6.94,6.94,1,0,1714757595023,1714757588083,debug92twc:debugzpDtA,3241,0,56,108,48
1184,TEST,4631061,10,2,Simple,1,Human,3241,2222,2,1,4.57,11.51,1,0,1714757599593,1714757588083,debug92twc:debugzpDtA,3241,0,56,48,24
1185,TEST,4631061,10,2,Simple,1,Human,3241,1111,3,2,4.217,15.727,1,0,1714757603810,1714757588083,debug92twc:debugzpDtA,3241,0,56,24,24
1186,TEST,4631061,10,2,Simple,1,Human,3241,1234,4,3,4.754,20.481,1,3,1714757608564,1714757588083,debug92twc:debugzpDtA,3241,0,56,24,8
1187,TEST,4631061,10,2,Simple,1,Human,3241,2341,5,4,12.245,32.726,2,2,1714757620809,1714757588083,debug92twc:debugzpDtA,3241,0,56,8,4
1188,TEST,4631061,10,2,Simple,1,Human,3241,3412,6,5,6.9,39.626,1,3,1714757627709,1714757588083,debug92twc:debugzpDtA,3241,0,56,4,4
1189,TEST,4631061,10,2,Simple,1,Human,3241,4321,7,6,18.951,58.577,1,3,1714757646660,1714757588083,debug92twc:debugzpDtA,3241,0,56,4,4
1190,TEST,4631061,10,2,Simple,1,Human,3241,4123,8,7,10.634,69.211,0,4,1714757657294,1714757588083,debug92twc:debugzpDtA,3241,0,56,4,4
1191,TEST,4631061,10,2,Simple,1,Human,3241,2134,9,8,54.937,124.148,0,4,1714757712231,1714757588083,debug92twc:debugzpDtA,3241,0,56,4,2
1192,TEST,4631061,10,2,Simple,1,Human,3241,1423,10,9,26.562,150.71,0,4,1714757738793,1714757588083,debug92twc:debugzpDtA,3241,0,56,2,1
1193,TEST,4631061,10,2,Simple,1,Human,3241,3241,11,10,19.748,170.458,4,0,1714757758541,1714757588083,debug92twc:debugzpDtA,3241,0,56,1,1
1194,TEST,4631061,10,3,Simple,1,Model,2232,3333,0,0,0.001,0.001,1,0,1714757765247,1714757765246,debug92twc:debugzpDtA,2232,0,56,256,108
1195,TEST,4631061,10,3,Simple,1,Human,2232,1113,1,0,12.776,12.777,0,1,1714757778023,1714757765246,debug92twc:debugzpDtA,2232,0,56,108,24
1196,TEST,4631061,10,3,Simple,1,Human,2232,2223,2,1,9.254,22.031,2,2,1714757787277,1714757765246,debug92twc:debugzpDtA,2232,0,56,24,3
1197,TEST,4631061,10,3,Simple,1,Human,2232,4423,3,2,21.713,43.744,0,2,1714757808990,1714757765246,debug92twc:debugzpDtA,2232,0,56,3,1
1198,TEST,4631061,10,3,Simple,1,Human,2232,2323,4,3,39.17,82.914,1,2,1714757848160,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1199,TEST,4631061,10,3,Simple,1,Human,2232,2331,5,4,26.316,109.23,2,0,1714757874476,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1200,TEST,4631061,10,3,Simple,1,Human,2232,4444,6,5,3.614,112.844,0,0,1714757878090,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1201,TEST,4631061,10,3,Simple,1,Human,2232,1111,7,6,10.32,123.164,0,0,1714757888410,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1202,TEST,4631061,10,3,Simple,1,Human,2232,2223,8,7,10.083,133.247,2,2,1714757898493,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1203,TEST,4631061,10,3,Simple,1,Human,2232,2233,9,8,5.571,138.818,3,0,1714757904064,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1204,TEST,4631061,10,3,Simple,1,Human,2232,2332,10,9,7.387,146.205,3,0,1714757911451,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1205,TEST,4631061,10,3,Simple,1,Human,2232,3232,11,10,8.981,155.186,3,0,1714757920432,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1206,TEST,4631061,10,3,Simple,1,Human,2232,3322,12,11,10.891,166.077,1,2,1714757931323,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1207,TEST,4631061,10,3,Simple,1,Human,2232,3223,13,12,15.046,181.123,1,2,1714757946369,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1208,TEST,4631061,10,3,Simple,1,Human,2232,2332,14,13,5.465,186.588,3,0,1714757951834,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1209,TEST,4631061,10,3,Simple,1,Human,2232,2333,15,14,13.873,200.461,2,0,1714757965707,1714757765246,debug92twc:debugzpDtA,2232,0,56,1,1
1210,TEST,4631061,10,4,Max-EIG,2,Model,4324,4413,0,0,0.001,0.001,1,2,1714757969778,1714757969777,debug92twc:debugzpDtA,4324,0,56,256,40
1211,TEST,4631061,10,4,Max-EIG,2,Model,4324,1343,1,0,0.0,0.001,1,1,1714757969778,1714757969777,debug92twc:debugzpDtA,4324,0,56,40,9
1212,TEST,4631061,10,4,Max-EIG,2,Human,4324,4444,2,0,11.454,11.455,2,0,1714757981232,1714757969777,debug92twc:debugzpDtA,4324,0,56,9,7
1213,TEST,4631061,10,4,Max-EIG,2,Human,4324,2222,3,1,14.312,25.767,1,0,1714757995544,1714757969777,debug92twc:debugzpDtA,4324,0,56,7,6
1214,TEST,4631061,10,4,Max-EIG,2,Human,4324,3333,4,2,18.789,44.556,1,0,1714758014333,1714757969777,debug92twc:debugzpDtA,4324,0,56,6,2
1215,TEST,4631061,10,4,Max-EIG,2,Human,4324,3244,5,3,22.358,66.914,1,3,1714758036691,1714757969777,debug92twc:debugzpDtA,4324,0,56,2,1
1216,TEST,4631061,10,4,Max-EIG,2,Human,4324,4432,6,4,12.493,79.407,1,3,1714758049184,1714757969777,debug92twc:debugzpDtA,4324,0,56,1,1
1217,TEST,4631061,10,4,Max-EIG,2,Human,4324,4324,7,5,10.637,90.044,4,0,1714758059821,1714757969777,debug92twc:debugzpDtA,4324,0,56,1,1
1218,TEST,4631061,10,5,Max-EIG,1,Model,4412,4342,0,0,0.001,0.001,2,1,1714758063808,1714758063807,debug92twc:debugzpDtA,4412,0,56,256,20
1219,TEST,4631061,10,5,Max-EIG,1,Human,4412,1111,1,0,6.633,6.634,1,0,1714758070441,1714758063807,debug92twc:debugzpDtA,4412,0,56,20,10
1220,TEST,4631061,10,5,Max-EIG,1,Human,4412,4444,2,1,5.802,12.436,2,0,1714758076243,1714758063807,debug92twc:debugzpDtA,4412,0,56,10,6
1221,TEST,4631061,10,5,Max-EIG,1,Human,4412,3333,3,2,6.532,18.968,0,0,1714758082775,1714758063807,debug92twc:debugzpDtA,4412,0,56,6,3
1222,TEST,4631061,10,5,Max-EIG,1,Human,4412,2222,4,3,4.826,23.794,1,0,1714758087601,1714758063807,debug92twc:debugzpDtA,4412,0,56,3,3
1223,TEST,4631061,10,5,Max-EIG,1,Human,4412,4242,5,4,23.811,47.605,2,1,1714758111412,1714758063807,debug92twc:debugzpDtA,4412,0,56,3,2
1224,TEST,4631061,10,5,Max-EIG,1,Human,4412,4214,6,5,5.758,53.363,2,2,1714758117170,1714758063807,debug92twc:debugzpDtA,4412,0,56,2,1
1225,TEST,4631061,10,5,Max-EIG,1,Human,4412,4114,7,6,7.843,61.206,2,1,1714758125013,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1226,TEST,4631061,10,5,Max-EIG,1,Human,4412,4142,8,7,58.578,119.784,2,2,1714758183591,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1227,TEST,4631061,10,5,Max-EIG,1,Human,4412,4442,9,8,7.003,126.787,3,0,1714758190594,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1228,TEST,4631061,10,5,Max-EIG,1,Human,4412,4422,10,9,10.701,137.488,3,0,1714758201295,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1229,TEST,4631061,10,5,Max-EIG,1,Human,4412,4224,11,10,11.167,148.655,1,2,1714758212462,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1230,TEST,4631061,10,5,Max-EIG,1,Human,4412,2244,12,11,7.105,155.76,0,3,1714758219567,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1231,TEST,4631061,10,5,Max-EIG,1,Human,4412,4242,13,12,25.335,181.095,2,1,1714758244902,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1232,TEST,4631061,10,5,Max-EIG,1,Human,4412,4444,14,13,4.275,185.37,2,0,1714758249177,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1233,TEST,4631061,10,5,Max-EIG,1,Human,4412,2222,15,14,5.429,190.799,1,0,1714758254606,1714758063807,debug92twc:debugzpDtA,4412,0,56,1,1
1234,TEST,4631061,10,6,None,0,Human,1412,1111,0,0,8.869,8.869,2,0,1714758267232,1714758258363,debug92twc:debugzpDtA,1412,0,56,256,54
1235,TEST,4631061,10,6,None,0,Human,1412,1212,1,1,36.881,45.75,3,0,1714758304113,1714758258363,debug92twc:debugzpDtA,1412,0,56,54,4
1236,TEST,4631061,10,6,None,0,Human,1412,1241,2,2,15.775,61.525,1,3,1714758319888,1714758258363,debug92twc:debugzpDtA,1412,0,56,4,1
1237,TEST,4631061,10,6,None,0,Human,1412,1432,3,3,10.54,72.065,3,0,1714758330428,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1238,TEST,4631061,10,6,None,0,Human,1412,2113,4,4,21.015,93.08,1,2,1714758351443,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1239,TEST,4631061,10,6,None,0,Human,1412,1213,5,5,18.467,111.547,2,1,1714758369910,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1240,TEST,4631061,10,6,None,0,Human,1412,1212,6,6,5.424,116.971,3,0,1714758375334,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1241,TEST,4631061,10,6,None,0,Human,1412,1234,7,7,9.623,126.594,1,2,1714758384957,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1242,TEST,4631061,10,6,None,0,Human,1412,1123,8,8,10.202,136.796,1,2,1714758395159,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1243,TEST,4631061,10,6,None,0,Human,1412,1441,9,9,26.945,163.741,2,1,1714758422104,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1244,TEST,4631061,10,6,None,0,Human,1412,1213,10,10,40.084,203.825,2,1,1714758462188,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1245,TEST,4631061,10,6,None,0,Human,1412,1431,11,11,9.498,213.323,2,1,1714758471686,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1246,TEST,4631061,10,6,None,0,Human,1412,3242,12,12,4.323,217.646,1,1,1714758476009,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1247,TEST,4631061,10,6,None,0,Human,1412,1223,13,13,59.329,276.975,1,1,1714758535338,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1248,TEST,4631061,10,6,None,0,Human,1412,3321,14,14,7.675,284.65,0,2,1714758543013,1714758258363,debug92twc:debugzpDtA,1412,0,56,1,1
1249,TEST,4631061,10,7,None,0,Human,2334,4321,0,0,14.352,14.352,1,2,1714758575842,1714758561490,debug92twc:debugzpDtA,2334,0,56,256,60
1250,TEST,4631061,10,7,None,0,Human,2334,1324,1,1,6.024,20.376,2,1,1714758581866,1714758561490,debug92twc:debugzpDtA,2334,0,56,60,12
1251,TEST,4631061,10,7,None,0,Human,2334,1421,2,2,6.855,27.231,0,2,1714758588721,1714758561490,debug92twc:debugzpDtA,2334,0,56,12,3
1252,TEST,4631061,10,7,None,0,Human,2334,2244,3,3,6.452,33.683,2,0,1714758595173,1714758561490,debug92twc:debugzpDtA,2334,0,56,3,1
1253,TEST,4631061,10,7,None,0,Human,2334,4433,4,4,4.431,38.114,1,2,1714758599604,1714758561490,debug92twc:debugzpDtA,2334,0,56,1,1
1254,TEST,4631061,10,7,None,0,Human,2334,2222,5,5,6.505,44.619,1,0,1714758606109,1714758561490,debug92twc:debugzpDtA,2334,0,56,1,1
1255,TEST,4631061,10,7,None,0,Human,2334,2333,6,6,11.523,56.142,3,0,1714758617632,1714758561490,debug92twc:debugzpDtA,2334,0,56,1,1
1256,TEST,4631061,10,7,None,0,Human,2334,2331,7,7,14.933,71.075,3,0,1714758632565,1714758561490,debug92twc:debugzpDtA,2334,0,56,1,1
1257,TEST,4631061,10,7,None,0,Human,2334,2334,8,8,13.501,84.576,4,0,1714758646066,1714758561490,debug92twc:debugzpDtA,2334,0,56,1,1
1258,TEST,4631061,10,8,Max-EIG,2,Model,4422,3324,0,0,0.0,0.0,1,1,1714758652585,1714758652585,debug92twc:debugzpDtA,4422,0,56,256,46
1259,TEST,4631061,10,8,Max-EIG,2,Model,4422,2442,1,0,0.001,0.001,2,2,1714758652586,1714758652585,debug92twc:debugzpDtA,4422,0,56,46,2
1260,TEST,4631061,10,8,Max-EIG,2,Human,4422,4444,2,0,29.042,29.043,2,0,1714758681628,1714758652585,debug92twc:debugzpDtA,4422,0,56,2,2
